연도,월,채널,대분류,중분류,금액
2023,02,신채널,연금저축,연금/저축,1.1
2023,02,신채널,종신,목적종신,1.0
2023,02,신채널,종신,일반종신,0.5
2023,03,AFC,건강,순수형,0.8
2023,03,AFC,건강,특화형,0.1
2023,03,AFC,건강,환급형,0.5
2023,03,AFC,연금저축,연금/저축,1.1
2023,03,AFC,종신,목적종신,1.1
2023,03,AFC,종신,일반종신,0.4
2023,03,BA,건강,순수형,0.0
2023,03,BA,건강,특화형,0.0
2023,03,BA,건강,환급형,0.0
2023,03,BA,연금저축,연금/저축,28.2
2023,03,BA,종신,목적종신,0.0
2023,03,BA,종신,일반종신,0.0
2023,03,FC,건강,순수형,35.7
2023,03,FC,건강,특화형,5.2
2023,03,FC,건강,환급형,25.1
2023,03,FC,연금저축,연금/저축,2.3
2023,03,FC,종신,목적종신,49.9
2023,03,FC,종신,일반종신,17.5
2023,03,GA,건강,순수형,7.6
2023,03,GA,건강,특화형,1.1
2023,03,GA,건강,환급형,5.4
2023,03,GA,연금저축,연금/저축,2.3
2023,03,GA,종신,목적종신,10.7
2023,03,GA,종신,일반종신,3.7
2023,03,GFC,건강,순수형,7.1
2023,03,GFC,건강,특화형,1.1
2023,03,GFC,건강,환급형,5.0
2023,03,GFC,연금저축,연금/저축,2.3
2023,03,GFC,종신,목적종신,10.0
2023,03,GFC,종신,일반종신,3.5
2023,03,금융서비스,건강,순수형,1.5
2023,03,금융서비스,건강,특화형,0.2
2023,03,금융서비스,건강,환급형,1.1
2023,03,금융서비스,연금저축,연금/저축,2.3
2023,03,금융서비스,종신,목적종신,2.1
2023,03,금융서비스,종신,일반종신,0.7
2023,03,디지털,건강,순수형,0.3
2023,03,디지털,건강,특화형,0.0
2023,03,디지털,건강,환급형,0.2
2023,03,디지털,연금저축,연금/저축,5.7
2023,03,디지털,종신,목적종신,0.4
2023,03,디지털,종신,일반종신,0.1
2023,03,신채널,건강,순수형,0.7
2023,03,신채널,건강,특화형,0.2
2023,03,신채널,건강,환급형,0.5
2023,03,신채널,연금저축,연금/저축,1.0
2023,03,신채널,종신,목적종신,0.9
2023,03,신채널,종신,일반종신,0.5
2023,04,AFC,건강,순수형,0.8
2023,04,AFC,건강,특화형,0.1
2023,04,AFC,건강,환급형,0.6
2023,04,AFC,연금저축,연금/저축,1.2
2023,04,AFC,종신,목적종신,1.1
2023,04,AFC,종신,일반종신,0.4
2023,04,BA,건강,순수형,0.0
2023,04,BA,건강,특화형,0.0
2023,04,BA,건강,환급형,0.0
2023,04,BA,연금저축,연금/저축,29.2
2023,04,BA,종신,목적종신,0.0
2023,04,BA,종신,일반종신,0.0
2023,04,FC,건강,순수형,37.2
2023,04,FC,건강,특화형,5.5
2023,04,FC,건강,환급형,26.2
2023,04,FC,연금저축,연금/저축,2.3
2023,04,FC,종신,목적종신,50.9
2023,04,FC,종신,일반종신,17.9
2023,04,GA,건강,순수형,8.0
2023,04,GA,건강,특화형,1.2
2023,04,GA,건강,환급형,5.6
2023,04,GA,연금저축,연금/저축,2.3
2023,04,GA,종신,목적종신,10.9
2023,04,GA,종신,일반종신,3.8
2023,04,GFC,건강,순수형,7.4
2023,04,GFC,건강,특화형,1.1
2023,04,GFC,건강,환급형,5.2
2023,04,GFC,연금저축,연금/저축,2.3
2023,04,GFC,종신,목적종신,10.2
2023,04,GFC,종신,일반종신,3.6
2023,04,금융서비스,건강,순수형,1.6
2023,04,금융서비스,건강,특화형,0.2
2023,04,금융서비스,건강,환급형,1.1
2023,04,금융서비스,연금저축,연금/저축,2.3
2023,04,금융서비스,종신,목적종신,2.1
2023,04,금융서비스,종신,일반종신,0.8
2023,04,디지털,건강,순수형,0.3
2023,04,디지털,건강,특화형,0.0
2023,04,디지털,건강,환급형,0.2
2023,04,디지털,연금저축,연금/저축,5.8
2023,04,디지털,종신,목적종신,0.4
2023,04,디지털,종신,일반종신,0.1
2023,04,신채널,건강,순수형,0.7
2023,04,신채널,건강,특화형,0.2
2023,04,신채널,건강,환급형,0.5
2023,04,신채널,연금저축,연금/저축,1.3
2023,04,신채널,종신,목적종신,1.1
2023,04,신채널,종신,일반종신,0.4
2023,05,AFC,건강,순수형,0.8
2023,05,AFC,건강,특화형,0.1
2023,05,AFC,건강,환급형,0.5
2023,05,AFC,연금저축,연금/저축,1.1
2023,05,AFC,종신,목적종신,1.0
2023,05,AFC,종신,일반종신,0.4
2023,05,BA,건강,순수형,0.0
2023,05,BA,건강,특화형,0.0
2023,05,BA,건강,환급형,0.0
2023,05,BA,연금저축,연금/저축,27.9
2023,05,BA,종신,목적종신,0.0
2023,05,BA,종신,일반종신,0.0
2023,05,FC,건강,순수형,35.9
2023,05,FC,건강,특화형,5.3
2023,05,FC,건강,환급형,25.2
2023,05,FC,연금저축,연금/저축,2.2
2023,05,FC,종신,목적종신,48.2
2023,05,FC,종신,일반종신,16.9
2023,05,GA,건강,순수형,7.7
2023,05,GA,건강,특화형,1.1
2023,05,GA,건강,환급형,5.4
2023,05,GA,연금저축,연금/저축,2.2
2023,05,GA,종신,목적종신,10.3
2023,05,GA,종신,일반종신,3.6
2023,05,GFC,건강,순수형,7.2
2023,05,GFC,건강,특화형,1.1
2023,05,GFC,건강,환급형,5.1
2023,05,GFC,연금저축,연금/저축,2.2
2023,05,GFC,종신,목적종신,9.7
2023,05,GFC,종신,일반종신,3.4
2023,05,금융서비스,건강,순수형,1.5
2023,05,금융서비스,건강,특화형,0.2
2023,05,금융서비스,건강,환급형,1.1
2023,05,금융서비스,연금저축,연금/저축,2.2
2023,05,금융서비스,종신,목적종신,2.0
2023,05,금융서비스,종신,일반종신,0.7
2023,05,디지털,건강,순수형,0.3
2023,05,디지털,건강,특화형,0.0
2023,05,디지털,건강,환급형,0.2
2023,05,디지털,연금저축,연금/저축,5.6
2023,05,디지털,종신,목적종신,0.4
2023,05,디지털,종신,일반종신,0.1
2023,05,신채널,건강,순수형,0.6
2023,05,신채널,건강,특화형,0.2
2023,05,신채널,건강,환급형,0.5
2023,05,신채널,연금저축,연금/저축,1.2
2023,05,신채널,종신,목적종신,1.0
2023,05,신채널,종신,일반종신,0.4
2023,06,AFC,건강,순수형,0.8
2023,06,AFC,건강,특화형,0.1
2023,06,AFC,건강,환급형,0.5
2023,06,AFC,연금저축,연금/저축,1.1
2023,06,AFC,종신,목적종신,1.0
2023,06,AFC,종신,일반종신,0.4
2023,06,BA,건강,순수형,0.0
2023,06,BA,건강,특화형,0.0
2023,06,BA,건강,환급형,0.0
2023,06,BA,연금저축,연금/저축,27.6
2023,06,BA,종신,목적종신,0.0
2023,06,BA,종신,일반종신,0.0
2023,06,FC,건강,순수형,35.9
2023,06,FC,건강,특화형,5.3
2023,06,FC,건강,환급형,25.3
2023,06,FC,연금저축,연금/저축,2.2
2023,06,FC,종신,목적종신,47.3
2023,06,FC,종신,일반종신,16.6
2023,06,GA,건강,순수형,7.7
2023,06,GA,건강,특화형,1.1
2023,06,GA,건강,환급형,5.4
2023,06,GA,연금저축,연금/저축,2.2
2023,06,GA,종신,목적종신,10.1
2023,06,GA,종신,일반종신,3.5
2023,06,GFC,건강,순수형,7.2
2023,06,GFC,건강,특화형,1.1
2023,06,GFC,건강,환급형,5.1
2023,06,GFC,연금저축,연금/저축,2.2
2023,06,GFC,종신,목적종신,9.5
2023,06,GFC,종신,일반종신,3.3
2023,06,금융서비스,건강,순수형,1.5
2023,06,금융서비스,건강,특화형,0.2
2023,06,금융서비스,건강,환급형,1.1
2023,06,금융서비스,연금저축,연금/저축,2.2
2023,06,금융서비스,종신,목적종신,2.0
2023,06,금융서비스,종신,일반종신,0.7
2023,06,디지털,건강,순수형,0.3
2023,06,디지털,건강,특화형,0.0
2023,06,디지털,건강,환급형,0.2
2023,06,디지털,연금저축,연금/저축,5.5
2023,06,디지털,종신,목적종신,0.4
2023,06,디지털,종신,일반종신,0.1
2023,06,신채널,건강,순수형,0.7
2023,06,신채널,건강,특화형,0.2
2023,06,신채널,건강,환급형,0.5
2023,06,신채널,연금저축,연금/저축,1.2
2023,06,신채널,종신,목적종신,1.0
2023,06,신채널,종신,일반종신,0.4
2023,07,AFC,건강,순수형,0.7
2023,07,AFC,건강,특화형,0.1
2023,07,AFC,건강,환급형,0.5
2023,07,AFC,연금저축,연금/저축,1.1
2023,07,AFC,종신,목적종신,1.0
2023,07,AFC,종신,일반종신,0.4
2023,07,BA,건강,순수형,0.0
2023,07,BA,건강,특화형,0.0
2023,07,BA,건강,환급형,0.0
2023,07,BA,연금저축,연금/저축,26.9
2023,07,BA,종신,목적종신,0.0
2023,07,BA,종신,일반종신,0.0
2023,07,FC,건강,순수형,33.7
2023,07,FC,건강,특화형,5.0
2023,07,FC,건강,환급형,23.6
2023,07,FC,연금저축,연금/저축,2.2
2023,07,FC,종신,목적종신,47.9
2023,07,FC,종신,일반종신,16.9
2023,07,GA,건강,순수형,7.2
2023,07,GA,건강,특화형,1.1
2023,07,GA,건강,환급형,5.1
2023,07,GA,연금저축,연금/저축,2.2
2023,07,GA,종신,목적종신,10.3
2023,07,GA,종신,일반종신,3.6
2023,07,GFC,건강,순수형,6.7
2023,07,GFC,건강,특화형,1.0
2023,07,GFC,건강,환급형,4.7
2023,07,GFC,연금저축,연금/저축,2.2
2023,07,GFC,종신,목적종신,9.6
2023,07,GFC,종신,일반종신,3.4
2023,07,금융서비스,건강,순수형,1.4
2023,07,금융서비스,건강,특화형,0.2
2023,07,금융서비스,건강,환급형,1.0
2023,07,금융서비스,연금저축,연금/저축,2.2
2023,07,금융서비스,종신,목적종신,2.0
2023,07,금융서비스,종신,일반종신,0.7
2023,07,디지털,건강,순수형,0.3
2023,07,디지털,건강,특화형,0.0
2023,07,디지털,건강,환급형,0.2
2023,07,디지털,연금저축,연금/저축,5.4
2023,07,디지털,종신,목적종신,0.4
2023,07,디지털,종신,일반종신,0.1
2023,07,신채널,건강,순수형,0.7
2023,07,신채널,건강,특화형,0.1
2023,07,신채널,건강,환급형,0.5
2023,07,신채널,연금저축,연금/저축,0.9
2023,07,신채널,종신,목적종신,1.0
2023,07,신채널,종신,일반종신,0.3
2023,08,AFC,건강,순수형,0.7
2023,08,AFC,건강,특화형,0.1
2023,08,AFC,건강,환급형,0.5
2023,08,AFC,연금저축,연금/저축,1.1
2023,08,AFC,종신,목적종신,1.0
2023,08,AFC,종신,일반종신,0.3
2023,08,BA,건강,순수형,0.0
2023,08,BA,건강,특화형,0.0
2023,08,BA,건강,환급형,0.0
2023,08,BA,연금저축,연금/저축,26.7
2023,08,BA,종신,목적종신,0.0
2023,08,BA,종신,일반종신,0.0
2023,08,FC,건강,순수형,33.7
2023,08,FC,건강,특화형,5.0
2023,08,FC,건강,환급형,23.7
2023,08,FC,연금저축,연금/저축,2.1
2023,08,FC,종신,목적종신,47.1
2023,08,FC,종신,일반종신,16.5
2023,08,GA,건강,순수형,7.2
2023,08,GA,건강,특화형,1.1
2023,08,GA,건강,환급형,5.1
2023,08,GA,연금저축,연금/저축,2.1
2023,08,GA,종신,목적종신,10.1
2023,08,GA,종신,일반종신,3.5
2023,08,GFC,건강,순수형,6.7
2023,08,GFC,건강,특화형,1.0
2023,08,GFC,건강,환급형,4.7
2023,08,GFC,연금저축,연금/저축,2.1
2023,08,GFC,종신,목적종신,9.4
2023,08,GFC,종신,일반종신,3.3
2023,08,금융서비스,건강,순수형,1.4
2023,08,금융서비스,건강,특화형,0.2
2023,08,금융서비스,건강,환급형,1.0
2023,08,금융서비스,연금저축,연금/저축,2.1
2023,08,금융서비스,종신,목적종신,2.0
2023,08,금융서비스,종신,일반종신,0.7
2023,08,디지털,건강,순수형,0.3
2023,08,디지털,건강,특화형,0.0
2023,08,디지털,건강,환급형,0.2
2023,08,디지털,연금저축,연금/저축,5.3
2023,08,디지털,종신,목적종신,0.4
2023,08,디지털,종신,일반종신,0.1
2023,08,신채널,건강,순수형,0.7
2023,08,신채널,건강,특화형,0.1
2023,08,신채널,건강,환급형,0.5
2023,08,신채널,연금저축,연금/저축,1.2
2023,08,신채널,종신,목적종신,0.9
2023,08,신채널,종신,일반종신,0.5
2023,09,AFC,건강,순수형,0.8
2023,09,AFC,건강,특화형,0.1
2023,09,AFC,건강,환급형,0.5
2023,09,AFC,연금저축,연금/저축,1.1
2023,09,AFC,종신,목적종신,1.0
2023,09,AFC,종신,일반종신,0.4
2023,09,BA,건강,순수형,0.0
2023,09,BA,건강,특화형,0.0
2023,09,BA,건강,환급형,0.0
2023,09,BA,연금저축,연금/저축,28.1
2023,09,BA,종신,목적종신,0.0
2023,09,BA,종신,일반종신,0.0
2023,09,FC,건강,순수형,35.9
2023,09,FC,건강,특화형,5.3
2023,09,FC,건강,환급형,25.2
2023,09,FC,연금저축,연금/저축,2.2
2023,09,FC,종신,목적종신,49.1
2023,09,FC,종신,일반종신,17.3
2023,09,GA,건강,순수형,7.7
2023,09,GA,건강,특화형,1.1
2023,09,GA,건강,환급형,5.4
2023,09,GA,연금저축,연금/저축,2.2
2023,09,GA,종신,목적종신,10.5
2023,09,GA,종신,일반종신,3.7
2023,09,GFC,건강,순수형,7.2
2023,09,GFC,건강,특화형,1.1
2023,09,GFC,건강,환급형,5.1
2023,09,GFC,연금저축,연금/저축,2.2
2023,09,GFC,종신,목적종신,9.8
2023,09,GFC,종신,일반종신,3.5
2023,09,금융서비스,건강,순수형,1.5
2023,09,금융서비스,건강,특화형,0.2
2023,09,금융서비스,건강,환급형,1.1
2023,09,금융서비스,연금저축,연금/저축,2.2
2023,09,금융서비스,종신,목적종신,2.1
2023,09,금융서비스,종신,일반종신,0.7
2023,09,디지털,건강,순수형,0.3
2023,09,디지털,건강,특화형,0.0
2023,09,디지털,건강,환급형,0.2
2023,09,디지털,연금저축,연금/저축,5.6
2023,09,디지털,종신,목적종신,0.4
2023,09,디지털,종신,일반종신,0.1
2023,09,신채널,건강,순수형,0.7
2023,09,신채널,건강,특화형,0.2
2023,09,신채널,건강,환급형,0.5
2023,09,신채널,연금저축,연금/저축,1.4
2023,09,신채널,종신,목적종신,1.1
2023,09,신채널,종신,일반종신,0.3
2023,10,AFC,건강,순수형,0.8
2023,10,AFC,건강,특화형,0.1
2023,10,AFC,건강,환급형,0.6
2023,10,AFC,연금저축,연금/저축,1.2
2023,10,AFC,종신,목적종신,1.1
2023,10,AFC,종신,일반종신,0.4
2023,10,BA,건강,순수형,0.0
2023,10,BA,건강,특화형,0.0
2023,10,BA,건강,환급형,0.0
2023,10,BA,연금저축,연금/저축,29.1
2023,10,BA,종신,목적종신,0.0
2023,10,BA,종신,일반종신,0.0
2023,10,FC,건강,순수형,37.4
2023,10,FC,건강,특화형,5.6
2023,10,FC,건강,환급형,26.4
2023,10,FC,연금저축,연금/저축,2.3
2023,10,FC,종신,목적종신,50.3
2023,10,FC,종신,일반종신,17.7
2023,10,GA,건강,순수형,8.0
2023,10,GA,건강,특화형,1.2
2023,10,GA,건강,환급형,5.6
2023,10,GA,연금저축,연금/저축,2.3
2023,10,GA,종신,목적종신,10.8
2023,10,GA,종신,일반종신,3.8
2023,10,GFC,건강,순수형,7.5
2023,10,GFC,건강,특화형,1.1
2023,10,GFC,건강,환급형,5.3
2023,10,GFC,연금저축,연금/저축,2.3
2023,10,GFC,종신,목적종신,10.1
2023,10,GFC,종신,일반종신,3.5
2023,10,금융서비스,건강,순수형,1.6
2023,10,금융서비스,건강,특화형,0.2
2023,10,금융서비스,건강,환급형,1.1
2023,10,금융서비스,연금저축,연금/저축,2.3
2023,10,금융서비스,종신,목적종신,2.1
2023,10,금융서비스,종신,일반종신,0.7
2023,10,디지털,건강,순수형,0.3
2023,10,디지털,건강,특화형,0.0
2023,10,디지털,건강,환급형,0.2
2023,10,디지털,연금저축,연금/저축,5.8
2023,10,디지털,종신,목적종신,0.4
2023,10,디지털,종신,일반종신,0.1
2023,10,신채널,건강,순수형,0.8
2023,10,신채널,건강,특화형,0.2
2023,10,신채널,건강,환급형,0.5
2023,10,신채널,연금저축,연금/저축,1.2
2023,10,신채널,종신,목적종신,1.0
2023,10,신채널,종신,일반종신,0.4
2023,11,AFC,건강,순수형,0.8
2023,11,AFC,건강,특화형,0.1
2023,11,AFC,건강,환급형,0.6
2023,11,AFC,연금저축,연금/저축,1.2
2023,11,AFC,종신,목적종신,1.1
2023,11,AFC,종신,일반종신,0.4
2023,11,BA,건강,순수형,0.0
2023,11,BA,건강,특화형,0.0
2023,11,BA,건강,환급형,0.0
2023,11,BA,연금저축,연금/저축,29.8
2023,11,BA,종신,목적종신,0.0
2023,11,BA,종신,일반종신,0.0
2023,11,FC,건강,순수형,38.6
2023,11,FC,건강,특화형,5.7
2023,11,FC,건강,환급형,27.2
2023,11,FC,연금저축,연금/저축,2.4
2023,11,FC,종신,목적종신,50.9
2023,11,FC,종신,일반종신,17.9
2023,11,GA,건강,순수형,8.3
2023,11,GA,건강,특화형,1.2
2023,11,GA,건강,환급형,5.8
2023,11,GA,연금저축,연금/저축,2.4
2023,11,GA,종신,목적종신,10.9
2023,11,GA,종신,일반종신,3.8
2023,11,GFC,건강,순수형,7.7
2023,11,GFC,건강,특화형,1.1
2023,11,GFC,건강,환급형,5.5
2023,11,GFC,연금저축,연금/저축,2.4
2023,11,GFC,종신,목적종신,10.2
2023,11,GFC,종신,일반종신,3.6
2023,11,금융서비스,건강,순수형,1.6
2023,11,금융서비스,건강,특화형,0.2
2023,11,금융서비스,건강,환급형,1.1
2023,11,금융서비스,연금저축,연금/저축,2.4
2023,11,금융서비스,종신,목적종신,2.1
2023,11,금융서비스,종신,일반종신,0.8
2023,11,디지털,건강,순수형,0.3
2023,11,디지털,건강,특화형,0.0
2023,11,디지털,건강,환급형,0.2
2023,11,디지털,연금저축,연금/저축,6.0
2023,11,디지털,종신,목적종신,0.4
2023,11,디지털,종신,일반종신,0.1
2023,11,신채널,건강,순수형,0.9
2023,11,신채널,건강,특화형,0.3
2023,11,신채널,건강,환급형,0.6
2023,11,신채널,연금저축,연금/저축,1.0
2023,11,신채널,종신,목적종신,1.1
2023,11,신채널,종신,일반종신,0.3
2023,12,AFC,건강,순수형,0.8
2023,12,AFC,건강,특화형,0.1
2023,12,AFC,건강,환급형,0.6
2023,12,AFC,연금저축,연금/저축,1.2
2023,12,AFC,종신,목적종신,1.2
2023,12,AFC,종신,일반종신,0.4
2023,12,BA,건강,순수형,0.0
2023,12,BA,건강,특화형,0.0
2023,12,BA,건강,환급형,0.0
2023,12,BA,연금저축,연금/저축,30.6
2023,12,BA,종신,목적종신,0.0
2023,12,BA,종신,일반종신,0.0
2023,12,FC,건강,순수형,38.3
2023,12,FC,건강,특화형,5.6
2023,12,FC,건강,환급형,27.0
2023,12,FC,연금저축,연금/저축,2.5
2023,12,FC,종신,목적종신,54.6
2023,12,FC,종신,일반종신,19.2
2023,12,GA,건강,순수형,8.2
2023,12,GA,건강,특화형,1.2
2023,12,GA,건강,환급형,5.8
2023,12,GA,연금저축,연금/저축,2.5
2023,12,GA,종신,목적종신,11.7
2023,12,GA,종신,일반종신,4.1
2023,12,GFC,건강,순수형,7.7
2023,12,GFC,건강,특화형,1.1
2023,12,GFC,건강,환급형,5.4
2023,12,GFC,연금저축,연금/저축,2.5
2023,12,GFC,종신,목적종신,10.9
2023,12,GFC,종신,일반종신,3.8
2023,12,금융서비스,건강,순수형,1.6
2023,12,금융서비스,건강,특화형,0.2
2023,12,금융서비스,건강,환급형,1.1
2023,12,금융서비스,연금저축,연금/저축,2.5
2023,12,금융서비스,종신,목적종신,2.3
2023,12,금융서비스,종신,일반종신,0.8
2023,12,디지털,건강,순수형,0.3
2023,12,디지털,건강,특화형,0.0
2023,12,디지털,건강,환급형,0.2
2023,12,디지털,연금저축,연금/저축,6.1
2023,12,디지털,종신,목적종신,0.4
2023,12,디지털,종신,일반종신,0.1
2023,12,신채널,건강,순수형,0.8
2023,12,신채널,건강,특화형,0.3
2023,12,신채널,건강,환급형,0.5
2023,12,신채널,연금저축,연금/저축,1.1
2023,12,신채널,종신,목적종신,1.1
2023,12,신채널,종신,일반종신,0.5
2024,01,AFC,건강,순수형,0.9
2024,01,AFC,건강,특화형,0.1
2024,01,AFC,건강,환급형,0.6
2024,01,AFC,연금저축,연금/저축,1.0
2024,01,AFC,종신,목적종신,0.9
2024,01,AFC,종신,일반종신,0.3
2024,01,BA,건강,순수형,0.0
2024,01,BA,건강,특화형,0.0
2024,01,BA,건강,환급형,0.0
2024,01,BA,연금저축,연금/저축,24.2
2024,01,BA,종신,목적종신,0.0
2024,01,BA,종신,일반종신,0.0
2024,01,FC,건강,순수형,40.6
2024,01,FC,건강,특화형,6.0
2024,01,FC,건강,환급형,28.6
2024,01,FC,연금저축,연금/저축,1.9
2024,01,FC,종신,목적종신,42.0
2024,01,FC,종신,일반종신,14.7
2024,01,GA,건강,순수형,8.7
2024,01,GA,건강,특화형,1.3
2024,01,GA,건강,환급형,6.1
2024,01,GA,연금저축,연금/저축,1.9
2024,01,GA,종신,목적종신,9.0
2024,01,GA,종신,일반종신,3.2
2024,01,GFC,건강,순수형,8.1
2024,01,GFC,건강,특화형,1.2
2024,01,GFC,건강,환급형,5.7
2024,01,GFC,연금저축,연금/저축,1.9
2024,01,GFC,종신,목적종신,8.4
2024,01,GFC,종신,일반종신,3.0
2024,01,금융서비스,건강,순수형,1.7
2024,01,금융서비스,건강,특화형,0.3
2024,01,금융서비스,건강,환급형,1.2
2024,01,금융서비스,연금저축,연금/저축,1.9
2024,01,금융서비스,종신,목적종신,1.8
2024,01,금융서비스,종신,일반종신,0.6
2024,01,디지털,건강,순수형,0.3
2024,01,디지털,건강,특화형,0.0
2024,01,디지털,건강,환급형,0.2
2024,01,디지털,연금저축,연금/저축,4.8
2024,01,디지털,종신,목적종신,0.3
2024,01,디지털,종신,일반종신,0.1
2024,01,신채널,건강,순수형,0.9
2024,01,신채널,건강,특화형,0.1
2024,01,신채널,건강,환급형,0.7
2024,01,신채널,연금저축,연금/저축,1.2
2024,01,신채널,종신,목적종신,0.9
2024,01,신채널,종신,일반종신,0.3
2024,02,AFC,건강,순수형,0.8
2024,02,AFC,건강,특화형,0.1
2024,02,AFC,건강,환급형,0.6
2024,02,AFC,연금저축,연금/저축,0.9
2024,02,AFC,종신,목적종신,0.8
2024,02,AFC,종신,일반종신,0.3
2024,02,BA,건강,순수형,0.0
2024,02,BA,건강,특화형,0.0
2024,02,BA,건강,환급형,0.0
2024,02,BA,연금저축,연금/저축,23.1
2024,02,BA,종신,목적종신,0.0
2024,02,BA,종신,일반종신,0.0
2024,02,FC,건강,순수형,39.1
2024,02,FC,건강,특화형,5.8
2024,02,FC,건강,환급형,27.5
2024,02,FC,연금저축,연금/저축,1.9
2024,02,FC,종신,목적종신,39.6
2024,02,FC,종신,일반종신,13.9
2024,02,GA,건강,순수형,8.4
2024,02,GA,건강,특화형,1.2
2024,02,GA,건강,환급형,5.9
2024,02,GA,연금저축,연금/저축,1.9
2024,02,GA,종신,목적종신,8.5
2024,02,GA,종신,일반종신,3.0
2024,02,GFC,건강,순수형,7.8
2024,02,GFC,건강,특화형,1.2
2024,02,GFC,건강,환급형,5.5
2024,02,GFC,연금저축,연금/저축,1.9
2024,02,GFC,종신,목적종신,7.9
2024,02,GFC,종신,일반종신,2.8
2024,02,금융서비스,건강,순수형,1.6
2024,02,금융서비스,건강,특화형,0.2
2024,02,금융서비스,건강,환급형,1.2
2024,02,금융서비스,연금저축,연금/저축,1.9
2024,02,금융서비스,종신,목적종신,1.7
2024,02,금융서비스,종신,일반종신,0.6
2024,02,디지털,건강,순수형,0.3
2024,02,디지털,건강,특화형,0.0
2024,02,디지털,건강,환급형,0.2
2024,02,디지털,연금저축,연금/저축,4.6
2024,02,디지털,종신,목적종신,0.3
2024,02,디지털,종신,일반종신,0.1
2024,02,신채널,건강,순수형,0.9
2024,02,신채널,건강,특화형,0.2
2024,02,신채널,건강,환급형,0.5
2024,02,신채널,연금저축,연금/저축,0.8
2024,02,신채널,종신,목적종신,0.8
2024,02,신채널,종신,일반종신,0.2
2024,03,AFC,건강,순수형,0.9
2024,03,AFC,건강,특화형,0.1
2024,03,AFC,건강,환급형,0.6
2024,03,AFC,연금저축,연금/저축,1.0
2024,03,AFC,종신,목적종신,0.9
2024,03,AFC,종신,일반종신,0.3
2024,03,BA,건강,순수형,0.0
2024,03,BA,건강,특화형,0.0
2024,03,BA,건강,환급형,0.0
2024,03,BA,연금저축,연금/저축,25.4
2024,03,BA,종신,목적종신,0.0
2024,03,BA,종신,일반종신,0.0
2024,03,FC,건강,순수형,43.3
2024,03,FC,건강,특화형,6.4
2024,03,FC,건강,환급형,30.5
2024,03,FC,연금저축,연금/저축,2.0
2024,03,FC,종신,목적종신,43.0
2024,03,FC,종신,일반종신,15.1
2024,03,GA,건강,순수형,9.3
2024,03,GA,건강,특화형,1.4
2024,03,GA,건강,환급형,6.5
2024,03,GA,연금저축,연금/저축,2.0
2024,03,GA,종신,목적종신,9.2
2024,03,GA,종신,일반종신,3.2
2024,03,GFC,건강,순수형,8.7
2024,03,GFC,건강,특화형,1.3
2024,03,GFC,건강,환급형,6.1
2024,03,GFC,연금저축,연금/저축,2.0
2024,03,GFC,종신,목적종신,8.6
2024,03,GFC,종신,일반종신,3.0
2024,03,금융서비스,건강,순수형,1.8
2024,03,금융서비스,건강,특화형,0.3
2024,03,금융서비스,건강,환급형,1.3
2024,03,금융서비스,연금저축,연금/저축,2.0
2024,03,금융서비스,종신,목적종신,1.8
2024,03,금융서비스,종신,일반종신,0.6
2024,03,디지털,건강,순수형,0.3
2024,03,디지털,건강,특화형,0.0
2024,03,디지털,건강,환급형,0.2
2024,03,디지털,연금저축,연금/저축,5.1
2024,03,디지털,종신,목적종신,0.3
2024,03,디지털,종신,일반종신,0.1
2024,03,신채널,건강,순수형,0.9
2024,03,신채널,건강,특화형,0.2
2024,03,신채널,건강,환급형,0.7
2024,03,신채널,연금저축,연금/저축,1.1
2024,03,신채널,종신,목적종신,1.0
2024,03,신채널,종신,일반종신,0.4
2024,04,AFC,건강,순수형,0.9
2024,04,AFC,건강,특화형,0.1
2024,04,AFC,건강,환급형,0.7
2024,04,AFC,연금저축,연금/저축,1.0
2024,04,AFC,종신,목적종신,0.9
2024,04,AFC,종신,일반종신,0.3
2024,04,BA,건강,순수형,0.0
2024,04,BA,건강,특화형,0.0
2024,04,BA,건강,환급형,0.0
2024,04,BA,연금저축,연금/저축,25.5
2024,04,BA,종신,목적종신,0.0
2024,04,BA,종신,일반종신,0.0
2024,04,FC,건강,순수형,43.8
2024,04,FC,건강,특화형,6.5
2024,04,FC,건강,환급형,30.9
2024,04,FC,연금저축,연금/저축,2.0
2024,04,FC,종신,목적종신,42.6
2024,04,FC,종신,일반종신,15.0
2024,04,GA,건강,순수형,9.4
2024,04,GA,건강,특화형,1.4
2024,04,GA,건강,환급형,6.6
2024,04,GA,연금저축,연금/저축,2.0
2024,04,GA,종신,목적종신,9.1
2024,04,GA,종신,일반종신,3.2
2024,04,GFC,건강,순수형,8.8
2024,04,GFC,건강,특화형,1.3
2024,04,GFC,건강,환급형,6.2
2024,04,GFC,연금저축,연금/저축,2.0
2024,04,GFC,종신,목적종신,8.5
2024,04,GFC,종신,일반종신,3.0
2024,04,금융서비스,건강,순수형,1.8
2024,04,금융서비스,건강,특화형,0.3
2024,04,금융서비스,건강,환급형,1.3
2024,04,금융서비스,연금저축,연금/저축,2.0
2024,04,금융서비스,종신,목적종신,1.8
2024,04,금융서비스,종신,일반종신,0.6
2024,04,디지털,건강,순수형,0.3
2024,04,디지털,건강,특화형,0.0
2024,04,디지털,건강,환급형,0.2
2024,04,디지털,연금저축,연금/저축,5.1
2024,04,디지털,종신,목적종신,0.3
2024,04,디지털,종신,일반종신,0.1
