year,month,month_key,product_name,product_group,major_category,minor_category,month_open,health_month_open,life_month_open,include_in_body,managed,description
2026,2,2026-02,가칭신상품_202602_환급형,환급형,건강,환급형,10.9,10.9,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2026,2,2026-02,더퍼스트_순수형,순수형,건강,순수형,7.7,7.7,0,true,true,세부관리 상품. 상품 중분류는 순수형
2026,2,2026-02,플러스원_20년_목적종신,목적종신,종신,목적종신,3.4,0,3.4,true,true,세부관리 상품. 상품 중분류는 목적종신
2026,2,2026-02,플러스원_20년_일반종신,일반종신,종신,일반종신,1.2,0,1.2,true,true,세부관리 상품. 상품 중분류는 일반종신
2026,3,2026-03,가칭신상품_202603_특화형,특화형,건강,특화형,12.8,12.8,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2026,3,2026-03,더퍼스트_순수형,순수형,건강,순수형,9.1,9.1,0,true,true,세부관리 상품. 상품 중분류는 순수형
2026,3,2026-03,플러스원_20년_목적종신,목적종신,종신,목적종신,4.1,0,4.1,true,true,세부관리 상품. 상품 중분류는 목적종신
2026,3,2026-03,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2026,4,2026-04,가칭신상품_202604_목적종신,목적종신,종신,목적종신,13.8,0,13.8,true,true,월별 1개 신상품. 상품 중분류는 목적종신
2026,4,2026-04,더퍼스트_순수형,순수형,건강,순수형,6.4,6.4,0,true,true,세부관리 상품. 상품 중분류는 순수형
2026,4,2026-04,플러스원_20년_목적종신,목적종신,종신,목적종신,4.4,0,4.4,true,true,세부관리 상품. 상품 중분류는 목적종신
2026,4,2026-04,플러스원_20년_일반종신,일반종신,종신,일반종신,1.6,0,1.6,true,true,세부관리 상품. 상품 중분류는 일반종신
2026,5,2026-05,가칭신상품_202605_순수형,순수형,건강,순수형,14.4,14.4,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2026,5,2026-05,더퍼스트_순수형,순수형,건강,순수형,7,7,0,true,true,세부관리 상품. 상품 중분류는 순수형
2026,5,2026-05,플러스원_20년_목적종신,목적종신,종신,목적종신,3.7,0,3.7,true,true,세부관리 상품. 상품 중분류는 목적종신
2026,5,2026-05,플러스원_20년_일반종신,일반종신,종신,일반종신,1.3,0,1.3,true,true,세부관리 상품. 상품 중분류는 일반종신
