source_kind,source_name,source_key,year,month,chunk_no,chunk_type,search_text,embedding,embedding_model,embedding_updated_at,source_file_id
product_row,special_products.csv,2022-09-플러스원_20년_목적종신,2022,9,1,product_row,2022년 9월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.2,,,,
product_row,special_products.csv,2022-09-플러스원_20년_일반종신,2022,9,1,product_row,2022년 9월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.8,,,,
product_row,special_products.csv,2022-10-가칭신상품_202210_환급형,2022,10,1,product_row,2022년 10월 가칭신상품_202210_환급형 환급형 건강 환급형 7.4,,,,
product_row,special_products.csv,2022-10-더퍼스트_순수형,2022,10,1,product_row,2022년 10월 더퍼스트_순수형 순수형 건강 순수형 4.8,,,,
product_row,special_products.csv,2022-10-플러스원_20년_목적종신,2022,10,1,product_row,2022년 10월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.5,,,,
product_row,special_products.csv,2022-10-플러스원_20년_일반종신,2022,10,1,product_row,2022년 10월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.9,,,,
product_row,special_products.csv,2022-11-가칭신상품_202211_특화형,2022,11,1,product_row,2022년 11월 가칭신상품_202211_특화형 특화형 건강 특화형 7.9,,,,
product_row,special_products.csv,2022-11-더퍼스트_순수형,2022,11,1,product_row,2022년 11월 더퍼스트_순수형 순수형 건강 순수형 5.2,,,,
product_row,special_products.csv,2022-11-플러스원_20년_목적종신,2022,11,1,product_row,2022년 11월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.7,,,,
product_row,special_products.csv,2022-11-플러스원_20년_일반종신,2022,11,1,product_row,2022년 11월 플러스원_20년_일반종신 일반종신 종신 일반종신 1,,,,
product_row,special_products.csv,2022-12-가칭신상품_202212_목적종신,2022,12,1,product_row,2022년 12월 가칭신상품_202212_목적종신 목적종신 종신 목적종신 8.9,,,,
product_row,special_products.csv,2022-12-더퍼스트_순수형,2022,12,1,product_row,2022년 12월 더퍼스트_순수형 순수형 건강 순수형 5.9,,,,
product_row,special_products.csv,2022-12-플러스원_20년_목적종신,2022,12,1,product_row,2022년 12월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.4,,,,
product_row,special_products.csv,2022-12-플러스원_20년_일반종신,2022,12,1,product_row,2022년 12월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.9,,,,
product_row,special_products.csv,2023-01-가칭신상품_202301_순수형,2023,1,1,product_row,2023년 1월 가칭신상품_202301_순수형 순수형 건강 순수형 10.4,,,,
product_row,special_products.csv,2023-01-더퍼스트_순수형,2023,1,1,product_row,2023년 1월 더퍼스트_순수형 순수형 건강 순수형 7.9,,,,
product_row,special_products.csv,2023-01-플러스원_20년_목적종신,2023,1,1,product_row,2023년 1월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.8,,,,
product_row,special_products.csv,2023-01-플러스원_20년_일반종신,2023,1,1,product_row,2023년 1월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2023-02-가칭신상품_202302_환급형,2023,2,1,product_row,2023년 2월 가칭신상품_202302_환급형 환급형 건강 환급형 10.9,,,,
product_row,special_products.csv,2023-02-더퍼스트_순수형,2023,2,1,product_row,2023년 2월 더퍼스트_순수형 순수형 건강 순수형 5.5,,,,
product_row,special_products.csv,2023-02-플러스원_20년_목적종신,2023,2,1,product_row,2023년 2월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.2,,,,
product_row,special_products.csv,2023-02-플러스원_20년_일반종신,2023,2,1,product_row,2023년 2월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.1,,,,
product_row,special_products.csv,2023-03-가칭신상품_202303_특화형,2023,3,1,product_row,2023년 3월 가칭신상품_202303_특화형 특화형 건강 특화형 12.5,,,,
product_row,special_products.csv,2023-03-더퍼스트_순수형,2023,3,1,product_row,2023년 3월 더퍼스트_순수형 순수형 건강 순수형 6.4,,,,
product_row,special_products.csv,2023-03-플러스원_20년_목적종신,2023,3,1,product_row,2023년 3월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.7,,,,
product_row,special_products.csv,2023-03-플러스원_20년_일반종신,2023,3,1,product_row,2023년 3월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.3,,,,
product_row,special_products.csv,2023-04-가칭신상품_202304_일반종신,2023,4,1,product_row,2023년 4월 가칭신상품_202304_일반종신 일반종신 종신 일반종신 13.7,,,,
product_row,special_products.csv,2023-04-더퍼스트_순수형,2023,4,1,product_row,2023년 4월 더퍼스트_순수형 순수형 건강 순수형 7.3,,,,
product_row,special_products.csv,2023-04-플러스원_20년_목적종신,2023,4,1,product_row,2023년 4월 플러스원_20년_목적종신 목적종신 종신 목적종신 4.1,,,,
product_row,special_products.csv,2023-04-플러스원_20년_일반종신,2023,4,1,product_row,2023년 4월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.5,,,,
product_row,special_products.csv,2023-05-가칭신상품_202305_순수형,2023,5,1,product_row,2023년 5월 가칭신상품_202305_순수형 순수형 건강 순수형 10.7,,,,
product_row,special_products.csv,2023-05-더퍼스트_순수형,2023,5,1,product_row,2023년 5월 더퍼스트_순수형 순수형 건강 순수형 7.5,,,,
product_row,special_products.csv,2023-05-플러스원_20년_목적종신,2023,5,1,product_row,2023년 5월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.4,,,,
product_row,special_products.csv,2023-05-플러스원_20년_일반종신,2023,5,1,product_row,2023년 5월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.2,,,,
product_row,special_products.csv,2023-06-가칭신상품_202306_환급형,2023,6,1,product_row,2023년 6월 가칭신상품_202306_환급형 환급형 건강 환급형 11.4,,,,
product_row,special_products.csv,2023-06-더퍼스트_순수형,2023,6,1,product_row,2023년 6월 더퍼스트_순수형 순수형 건강 순수형 8.1,,,,
product_row,special_products.csv,2023-06-플러스원_20년_목적종신,2023,6,1,product_row,2023년 6월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.6,,,,
product_row,special_products.csv,2023-06-플러스원_20년_일반종신,2023,6,1,product_row,2023년 6월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.3,,,,
product_row,special_products.csv,2023-07-가칭신상품_202307_특화형,2023,7,1,product_row,2023년 7월 가칭신상품_202307_특화형 특화형 건강 특화형 11.9,,,,
product_row,special_products.csv,2023-07-더퍼스트_순수형,2023,7,1,product_row,2023년 7월 더퍼스트_순수형 순수형 건강 순수형 5.6,,,,
product_row,special_products.csv,2023-07-플러스원_20년_목적종신,2023,7,1,product_row,2023년 7월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.8,,,,
product_row,special_products.csv,2023-07-플러스원_20년_일반종신,2023,7,1,product_row,2023년 7월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2023-08-가칭신상품_202308_목적종신,2023,8,1,product_row,2023년 8월 가칭신상품_202308_목적종신 목적종신 종신 목적종신 12.5,,,,
product_row,special_products.csv,2023-08-더퍼스트_순수형,2023,8,1,product_row,2023년 8월 더퍼스트_순수형 순수형 건강 순수형 6.1,,,,
product_row,special_products.csv,2023-08-플러스원_20년_목적종신,2023,8,1,product_row,2023년 8월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.3,,,,
product_row,special_products.csv,2023-08-플러스원_20년_일반종신,2023,8,1,product_row,2023년 8월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.1,,,,
product_row,special_products.csv,2023-09-가칭신상품_202309_순수형,2023,9,1,product_row,2023년 9월 가칭신상품_202309_순수형 순수형 건강 순수형 10.8,,,,
product_row,special_products.csv,2023-09-더퍼스트_순수형,2023,9,1,product_row,2023년 9월 더퍼스트_순수형 순수형 건강 순수형 7,,,,
product_row,special_products.csv,2023-09-플러스원_20년_목적종신,2023,9,1,product_row,2023년 9월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.7,,,,
product_row,special_products.csv,2023-09-플러스원_20년_일반종신,2023,9,1,product_row,2023년 9월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.3,,,,
product_row,special_products.csv,2023-10-가칭신상품_202310_환급형,2023,10,1,product_row,2023년 10월 가칭신상품_202310_환급형 환급형 건강 환급형 12,,,,
product_row,special_products.csv,2023-10-더퍼스트_순수형,2023,10,1,product_row,2023년 10월 더퍼스트_순수형 순수형 건강 순수형 7.9,,,,
product_row,special_products.csv,2023-10-플러스원_20년_목적종신,2023,10,1,product_row,2023년 10월 플러스원_20년_목적종신 목적종신 종신 목적종신 4.1,,,,
product_row,special_products.csv,2023-10-플러스원_20년_일반종신,2023,10,1,product_row,2023년 10월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.5,,,,
product_row,special_products.csv,2023-11-가칭신상품_202311_특화형,2023,11,1,product_row,2023년 11월 가칭신상품_202311_특화형 특화형 건강 특화형 13.1,,,,
product_row,special_products.csv,2023-11-더퍼스트_순수형,2023,11,1,product_row,2023년 11월 더퍼스트_순수형 순수형 건강 순수형 8.7,,,,
product_row,special_products.csv,2023-11-플러스원_20년_목적종신,2023,11,1,product_row,2023년 11월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.6,,,,
product_row,special_products.csv,2023-11-플러스원_20년_일반종신,2023,11,1,product_row,2023년 11월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.3,,,,
product_row,special_products.csv,2023-12-가칭신상품_202312_일반종신,2023,12,1,product_row,2023년 12월 가칭신상품_202312_일반종신 일반종신 종신 일반종신 14.4,,,,
product_row,special_products.csv,2023-12-더퍼스트_순수형,2023,12,1,product_row,2023년 12월 더퍼스트_순수형 순수형 건강 순수형 6.3,,,,
product_row,special_products.csv,2023-12-플러스원_20년_목적종신,2023,12,1,product_row,2023년 12월 플러스원_20년_목적종신 목적종신 종신 목적종신 4,,,,
product_row,special_products.csv,2023-12-플러스원_20년_일반종신,2023,12,1,product_row,2023년 12월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2024-01-가칭신상품_202401_순수형,2024,1,1,product_row,2024년 1월 가칭신상품_202401_순수형 순수형 건강 순수형 11.5,,,,
product_row,special_products.csv,2024-01-더퍼스트_순수형,2024,1,1,product_row,2024년 1월 더퍼스트_순수형 순수형 건강 순수형 5.8,,,,
product_row,special_products.csv,2024-01-플러스원_20년_목적종신,2024,1,1,product_row,2024년 1월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.4,,,,
product_row,special_products.csv,2024-01-플러스원_20년_일반종신,2024,1,1,product_row,2024년 1월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.2,,,,
product_row,special_products.csv,2024-02-가칭신상품_202402_환급형,2024,2,1,product_row,2024년 2월 가칭신상품_202402_환급형 환급형 건강 환급형 11.7,,,,
product_row,special_products.csv,2024-02-더퍼스트_순수형,2024,2,1,product_row,2024년 2월 더퍼스트_순수형 순수형 건강 순수형 6.1,,,,
product_row,special_products.csv,2024-02-플러스원_20년_목적종신,2024,2,1,product_row,2024년 2월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.5,,,,
product_row,special_products.csv,2024-02-플러스원_20년_일반종신,2024,2,1,product_row,2024년 2월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.2,,,,
product_row,special_products.csv,2024-03-가칭신상품_202403_특화형,2024,3,1,product_row,2024년 3월 가칭신상품_202403_특화형 특화형 건강 특화형 13.7,,,,
product_row,special_products.csv,2024-03-더퍼스트_순수형,2024,3,1,product_row,2024년 3월 더퍼스트_순수형 순수형 건강 순수형 7.3,,,,
product_row,special_products.csv,2024-03-플러스원_20년_목적종신,2024,3,1,product_row,2024년 3월 플러스원_20년_목적종신 목적종신 종신 목적종신 4.1,,,,
product_row,special_products.csv,2024-03-플러스원_20년_일반종신,2024,3,1,product_row,2024년 3월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.5,,,,
product_row,special_products.csv,2024-04-가칭신상품_202404_목적종신,2024,4,1,product_row,2024년 4월 가칭신상품_202404_목적종신 목적종신 종신 목적종신 11.3,,,,
product_row,special_products.csv,2024-04-더퍼스트_순수형,2024,4,1,product_row,2024년 4월 더퍼스트_순수형 순수형 건강 순수형 7.9,,,,
product_row,special_products.csv,2024-04-플러스원_20년_목적종신,2024,4,1,product_row,2024년 4월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.6,,,,
product_row,special_products.csv,2024-04-플러스원_20년_일반종신,2024,4,1,product_row,2024년 4월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.2,,,,
product_row,special_products.csv,2024-05-가칭신상품_202405_순수형,2024,5,1,product_row,2024년 5월 가칭신상품_202405_순수형 순수형 건강 순수형 11.9,,,,
product_row,special_products.csv,2024-05-더퍼스트_순수형,2024,5,1,product_row,2024년 5월 더퍼스트_순수형 순수형 건강 순수형 8.4,,,,
product_row,special_products.csv,2024-05-플러스원_20년_목적종신,2024,5,1,product_row,2024년 5월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.8,,,,
product_row,special_products.csv,2024-05-플러스원_20년_일반종신,2024,5,1,product_row,2024년 5월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.3,,,,
product_row,special_products.csv,2024-06-가칭신상품_202406_환급형,2024,6,1,product_row,2024년 6월 가칭신상품_202406_환급형 환급형 건강 환급형 12.3,,,,
product_row,special_products.csv,2024-06-더퍼스트_순수형,2024,6,1,product_row,2024년 6월 더퍼스트_순수형 순수형 건강 순수형 5.7,,,,
product_row,special_products.csv,2024-06-플러스원_20년_목적종신,2024,6,1,product_row,2024년 6월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.9,,,,
product_row,special_products.csv,2024-06-플러스원_20년_일반종신,2024,6,1,product_row,2024년 6월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2024-07-가칭신상품_202407_특화형,2024,7,1,product_row,2024년 7월 가칭신상품_202407_특화형 특화형 건강 특화형 13.1,,,,
product_row,special_products.csv,2024-07-더퍼스트_순수형,2024,7,1,product_row,2024년 7월 더퍼스트_순수형 순수형 건강 순수형 6.4,,,,
product_row,special_products.csv,2024-07-플러스원_20년_목적종신,2024,7,1,product_row,2024년 7월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.4,,,,
product_row,special_products.csv,2024-07-플러스원_20년_일반종신,2024,7,1,product_row,2024년 7월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.2,,,,
product_row,special_products.csv,2024-08-가칭신상품_202408_일반종신,2024,8,1,product_row,2024년 8월 가칭신상품_202408_일반종신 일반종신 종신 일반종신 10.6,,,,
product_row,special_products.csv,2024-08-더퍼스트_순수형,2024,8,1,product_row,2024년 8월 더퍼스트_순수형 순수형 건강 순수형 6.9,,,,
product_row,special_products.csv,2024-08-플러스원_20년_목적종신,2024,8,1,product_row,2024년 8월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.6,,,,
product_row,special_products.csv,2024-08-플러스원_20년_일반종신,2024,8,1,product_row,2024년 8월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.3,,,,
product_row,special_products.csv,2024-09-가칭신상품_202409_순수형,2024,9,1,product_row,2024년 9월 가칭신상품_202409_순수형 순수형 건강 순수형 11.7,,,,
product_row,special_products.csv,2024-09-더퍼스트_순수형,2024,9,1,product_row,2024년 9월 더퍼스트_순수형 순수형 건강 순수형 7.7,,,,
product_row,special_products.csv,2024-09-플러스원_20년_목적종신,2024,9,1,product_row,2024년 9월 플러스원_20년_목적종신 목적종신 종신 목적종신 4,,,,
product_row,special_products.csv,2024-09-플러스원_20년_일반종신,2024,9,1,product_row,2024년 9월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2024-10-가칭신상품_202410_환급형,2024,10,1,product_row,2024년 10월 가칭신상품_202410_환급형 환급형 건강 환급형 13.3,,,,
product_row,special_products.csv,2024-10-더퍼스트_순수형,2024,10,1,product_row,2024년 10월 더퍼스트_순수형 순수형 건강 순수형 8.8,,,,
product_row,special_products.csv,2024-10-플러스원_20년_목적종신,2024,10,1,product_row,2024년 10월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.6,,,,
product_row,special_products.csv,2024-10-플러스원_20년_일반종신,2024,10,1,product_row,2024년 10월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.3,,,,
product_row,special_products.csv,2024-11-가칭신상품_202411_특화형,2024,11,1,product_row,2024년 11월 가칭신상품_202411_특화형 특화형 건강 특화형 14.1,,,,
product_row,special_products.csv,2024-11-더퍼스트_순수형,2024,11,1,product_row,2024년 11월 더퍼스트_순수형 순수형 건강 순수형 6.2,,,,
product_row,special_products.csv,2024-11-플러스원_20년_목적종신,2024,11,1,product_row,2024년 11월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.9,,,,
product_row,special_products.csv,2024-11-플러스원_20년_일반종신,2024,11,1,product_row,2024년 11월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2024-12-가칭신상품_202412_목적종신,2024,12,1,product_row,2024년 12월 가칭신상품_202412_목적종신 목적종신 종신 목적종신 12.2,,,,
product_row,special_products.csv,2024-12-더퍼스트_순수형,2024,12,1,product_row,2024년 12월 더퍼스트_순수형 순수형 건강 순수형 7.2,,,,
product_row,special_products.csv,2024-12-플러스원_20년_목적종신,2024,12,1,product_row,2024년 12월 플러스원_20년_목적종신 목적종신 종신 목적종신 4.5,,,,
product_row,special_products.csv,2024-12-플러스원_20년_일반종신,2024,12,1,product_row,2024년 12월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.6,,,,
product_row,special_products.csv,2025-01-가칭신상품_202501_순수형,2025,1,1,product_row,2025년 1월 가칭신상품_202501_순수형 순수형 건강 순수형 12.5,,,,
product_row,special_products.csv,2025-01-더퍼스트_순수형,2025,1,1,product_row,2025년 1월 더퍼스트_순수형 순수형 건강 순수형 6.4,,,,
product_row,special_products.csv,2025-01-플러스원_20년_목적종신,2025,1,1,product_row,2025년 1월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.7,,,,
product_row,special_products.csv,2025-01-플러스원_20년_일반종신,2025,1,1,product_row,2025년 1월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.3,,,,
product_row,special_products.csv,2025-02-가칭신상품_202502_환급형,2025,2,1,product_row,2025년 2월 가칭신상품_202502_환급형 환급형 건강 환급형 13,,,,
product_row,special_products.csv,2025-02-더퍼스트_순수형,2025,2,1,product_row,2025년 2월 더퍼스트_순수형 순수형 건강 순수형 6.9,,,,
product_row,special_products.csv,2025-02-플러스원_20년_목적종신,2025,2,1,product_row,2025년 2월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.9,,,,
product_row,special_products.csv,2025-02-플러스원_20년_일반종신,2025,2,1,product_row,2025년 2월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2025-03-가칭신상품_202503_특화형,2025,3,1,product_row,2025년 3월 가칭신상품_202503_특화형 특화형 건강 특화형 11.4,,,,
product_row,special_products.csv,2025-03-더퍼스트_순수형,2025,3,1,product_row,2025년 3월 더퍼스트_순수형 순수형 건강 순수형 8,,,,
product_row,special_products.csv,2025-03-플러스원_20년_목적종신,2025,3,1,product_row,2025년 3월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.6,,,,
product_row,special_products.csv,2025-03-플러스원_20년_일반종신,2025,3,1,product_row,2025년 3월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.2,,,,
product_row,special_products.csv,2025-04-가칭신상품_202504_일반종신,2025,4,1,product_row,2025년 4월 가칭신상품_202504_일반종신 일반종신 종신 일반종신 12.6,,,,
product_row,special_products.csv,2025-04-더퍼스트_순수형,2025,4,1,product_row,2025년 4월 더퍼스트_순수형 순수형 건강 순수형 8.9,,,,
product_row,special_products.csv,2025-04-플러스원_20년_목적종신,2025,4,1,product_row,2025년 4월 플러스원_20년_목적종신 목적종신 종신 목적종신 4,,,,
product_row,special_products.csv,2025-04-플러스원_20년_일반종신,2025,4,1,product_row,2025년 4월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2025-05-가칭신상품_202505_순수형,2025,5,1,product_row,2025년 5월 가칭신상품_202505_순수형 순수형 건강 순수형 12.9,,,,
product_row,special_products.csv,2025-05-더퍼스트_순수형,2025,5,1,product_row,2025년 5월 더퍼스트_순수형 순수형 건강 순수형 6,,,,
product_row,special_products.csv,2025-05-플러스원_20년_목적종신,2025,5,1,product_row,2025년 5월 플러스원_20년_목적종신 목적종신 종신 목적종신 4.1,,,,
product_row,special_products.csv,2025-05-플러스원_20년_일반종신,2025,5,1,product_row,2025년 5월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.5,,,,
product_row,special_products.csv,2025-06-가칭신상품_202506_환급형,2025,6,1,product_row,2025년 6월 가칭신상품_202506_환급형 환급형 건강 환급형 13.6,,,,
product_row,special_products.csv,2025-06-더퍼스트_순수형,2025,6,1,product_row,2025년 6월 더퍼스트_순수형 순수형 건강 순수형 6.6,,,,
product_row,special_products.csv,2025-06-플러스원_20년_목적종신,2025,6,1,product_row,2025년 6월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.5,,,,
product_row,special_products.csv,2025-06-플러스원_20년_일반종신,2025,6,1,product_row,2025년 6월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.2,,,,
product_row,special_products.csv,2025-07-가칭신상품_202507_특화형,2025,7,1,product_row,2025년 7월 가칭신상품_202507_특화형 특화형 건강 특화형 11.1,,,,
product_row,special_products.csv,2025-07-더퍼스트_순수형,2025,7,1,product_row,2025년 7월 더퍼스트_순수형 순수형 건강 순수형 7.2,,,,
product_row,special_products.csv,2025-07-플러스원_20년_목적종신,2025,7,1,product_row,2025년 7월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.8,,,,
product_row,special_products.csv,2025-07-플러스원_20년_일반종신,2025,7,1,product_row,2025년 7월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2025-08-가칭신상품_202508_목적종신,2025,8,1,product_row,2025년 8월 가칭신상품_202508_목적종신 목적종신 종신 목적종신 11.5,,,,
product_row,special_products.csv,2025-08-더퍼스트_순수형,2025,8,1,product_row,2025년 8월 더퍼스트_순수형 순수형 건강 순수형 7.6,,,,
product_row,special_products.csv,2025-08-플러스원_20년_목적종신,2025,8,1,product_row,2025년 8월 플러스원_20년_목적종신 목적종신 종신 목적종신 4,,,,
product_row,special_products.csv,2025-08-플러스원_20년_일반종신,2025,8,1,product_row,2025년 8월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2025-09-가칭신상품_202509_순수형,2025,9,1,product_row,2025년 9월 가칭신상품_202509_순수형 순수형 건강 순수형 13,,,,
product_row,special_products.csv,2025-09-더퍼스트_순수형,2025,9,1,product_row,2025년 9월 더퍼스트_순수형 순수형 건강 순수형 8.6,,,,
product_row,special_products.csv,2025-09-플러스원_20년_목적종신,2025,9,1,product_row,2025년 9월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.6,,,,
product_row,special_products.csv,2025-09-플러스원_20년_일반종신,2025,9,1,product_row,2025년 9월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.2,,,,
product_row,special_products.csv,2025-10-가칭신상품_202510_환급형,2025,10,1,product_row,2025년 10월 가칭신상품_202510_환급형 환급형 건강 환급형 14.3,,,,
product_row,special_products.csv,2025-10-더퍼스트_순수형,2025,10,1,product_row,2025년 10월 더퍼스트_순수형 순수형 건강 순수형 6.3,,,,
product_row,special_products.csv,2025-10-플러스원_20년_목적종신,2025,10,1,product_row,2025년 10월 플러스원_20년_목적종신 목적종신 종신 목적종신 4,,,,
product_row,special_products.csv,2025-10-플러스원_20년_일반종신,2025,10,1,product_row,2025년 10월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2025-11-가칭신상품_202511_특화형,2025,11,1,product_row,2025년 11월 가칭신상품_202511_특화형 특화형 건강 특화형 12,,,,
product_row,special_products.csv,2025-11-더퍼스트_순수형,2025,11,1,product_row,2025년 11월 더퍼스트_순수형 순수형 건강 순수형 7.1,,,,
product_row,special_products.csv,2025-11-플러스원_20년_목적종신,2025,11,1,product_row,2025년 11월 플러스원_20년_목적종신 목적종신 종신 목적종신 4.4,,,,
product_row,special_products.csv,2025-11-플러스원_20년_일반종신,2025,11,1,product_row,2025년 11월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.6,,,,
product_row,special_products.csv,2025-12-가칭신상품_202512_일반종신,2025,12,1,product_row,2025년 12월 가칭신상품_202512_일반종신 일반종신 종신 일반종신 13.2,,,,
product_row,special_products.csv,2025-12-더퍼스트_순수형,2025,12,1,product_row,2025년 12월 더퍼스트_순수형 순수형 건강 순수형 8,,,,
product_row,special_products.csv,2025-12-플러스원_20년_목적종신,2025,12,1,product_row,2025년 12월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.9,,,,
product_row,special_products.csv,2025-12-플러스원_20년_일반종신,2025,12,1,product_row,2025년 12월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2026-01-가칭신상품_202601_순수형,2026,1,1,product_row,2026년 1월 가칭신상품_202601_순수형 순수형 건강 순수형 14,,,,
product_row,special_products.csv,2026-01-더퍼스트_순수형,2026,1,1,product_row,2026년 1월 더퍼스트_순수형 순수형 건강 순수형 7.4,,,,
product_row,special_products.csv,2026-01-플러스원_20년_목적종신,2026,1,1,product_row,2026년 1월 플러스원_20년_목적종신 목적종신 종신 목적종신 4.2,,,,
product_row,special_products.csv,2026-01-플러스원_20년_일반종신,2026,1,1,product_row,2026년 1월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.5,,,,
product_row,special_products.csv,2026-02-가칭신상품_202602_환급형,2026,2,1,product_row,2026년 2월 가칭신상품_202602_환급형 환급형 건강 환급형 10.9,,,,
product_row,special_products.csv,2026-02-더퍼스트_순수형,2026,2,1,product_row,2026년 2월 더퍼스트_순수형 순수형 건강 순수형 7.7,,,,
product_row,special_products.csv,2026-02-플러스원_20년_목적종신,2026,2,1,product_row,2026년 2월 플러스원_20년_목적종신 목적종신 종신 목적종신 3.4,,,,
product_row,special_products.csv,2026-02-플러스원_20년_일반종신,2026,2,1,product_row,2026년 2월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.2,,,,
product_row,special_products.csv,2026-03-가칭신상품_202603_특화형,2026,3,1,product_row,2026년 3월 가칭신상품_202603_특화형 특화형 건강 특화형 12.8,,,,
product_row,special_products.csv,2026-03-더퍼스트_순수형,2026,3,1,product_row,2026년 3월 더퍼스트_순수형 순수형 건강 순수형 9.1,,,,
product_row,special_products.csv,2026-03-플러스원_20년_목적종신,2026,3,1,product_row,2026년 3월 플러스원_20년_목적종신 목적종신 종신 목적종신 4.1,,,,
product_row,special_products.csv,2026-03-플러스원_20년_일반종신,2026,3,1,product_row,2026년 3월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.4,,,,
product_row,special_products.csv,2026-04-가칭신상품_202604_목적종신,2026,4,1,product_row,2026년 4월 가칭신상품_202604_목적종신 목적종신 종신 목적종신 13.8,,,,
product_row,special_products.csv,2026-04-더퍼스트_순수형,2026,4,1,product_row,2026년 4월 더퍼스트_순수형 순수형 건강 순수형 6.4,,,,
product_row,special_products.csv,2026-04-플러스원_20년_목적종신,2026,4,1,product_row,2026년 4월 플러스원_20년_목적종신 목적종신 종신 목적종신 4.4,,,,
product_row,special_products.csv,2026-04-플러스원_20년_일반종신,2026,4,1,product_row,2026년 4월 플러스원_20년_일반종신 일반종신 종신 일반종신 1.6,,,,
product_row,special_products.csv,2026-05-가칭신상품_202605_순수형,2026,5,1,product_row,2026년 5월 가칭신상품_202605_순수형 순수형 건강 순수형 14.4,,,,
